ID,BAL_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,BILLED_AMT1,BILLED_AMT2,BILLED_AMT3,BILLED_AMT4,BILLED_AMT5,BILLED_AMT6,PAID_AMT1,PAID_AMT2,PAID_AMT3,PAID_AMT4,PAID_AMT5,PAID_AMT6,PAST_1,PAST_2,PAST_3,PAST_4,PAST_5,PAST_6,PAID_NEXT_MONTH
21044,140000,2,2,1,35,-2975.2,57824.8,58974.8,54017.2,55192,55563.2,60800,2400,2000,1600,1606.8,2000,-2,-2,-1,0,0,0,1
21045,80000,2,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,0
21046,124000,1,2,1,36,35840,33349.2,32213.2,28137.2,23346,20581.6,1240,1441.6,946.4,807.2,800,680,0,0,0,0,0,0,1
21047,20000,2,2,1,34,9760.8,10748.8,11372,11664,12474.8,12214.8,3376.8,800,480,1000,0,480,0,0,0,0,0,2,1
21048,100000,1,2,1,46,101973.2,97773.2,99952.8,99205.2,39628.4,39571.2,3501.6,4346.4,2236.8,884.8,1026,862.4,0,0,0,0,0,0,1
21049,32000,1,1,2,27,330,660,330,330,330,330,660,0,330,330,330,0,-1,-1,2,-1,-1,-1,1
21050,40000,2,2,2,31,30364.8,34110.4,35399.2,36115.6,36994,38252,4000,1600,1040,1200,1600,2000,-2,-1,0,0,0,0,1
21051,20000,2,2,2,42,6233.6,1750.8,0,0,0,0,1750.8,0,0,0,0,0,-1,-1,-1,-2,-2,-2,1
21052,84000,2,3,1,43,6594.4,6290,7284,4313.6,16590.8,2751.6,6291.2,7285.2,4313.6,16590.8,2751.6,3799.2,-2,-2,-2,-2,-2,-2,1
21053,116000,1,3,1,55,108603.2,104685.2,107116.8,109283.2,110890,113604,4400,4720,4600,4000,4400,3600,0,0,0,0,0,0,1
21054,8000,2,2,1,44,7264.8,7385.6,7786,7859.6,7991.2,8204.8,360,640,320,380,400,320,2,3,2,2,2,2,0
21055,92000,2,2,1,39,21330.8,21005.2,17490.4,9095.2,11607.6,8131.2,789.2,756,638,11607.6,226.8,202.4,0,0,0,0,-1,0,1
21056,52000,2,1,2,49,7381.6,8448.4,8193.6,8858,8660.8,9255.2,1190.4,0,800,0,800,0,2,2,2,2,2,2,0
21057,144000,2,1,1,44,2263.2,1665.6,987.6,0,2289.6,2933.6,1665.6,987.6,0,2289.6,2933.6,2088.4,-1,-1,-1,-1,-1,-1,1
21058,96000,2,2,2,46,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,0
21059,60000,2,1,2,66,62892.4,61268.4,59597.6,32078.4,29731.2,26722.4,1.2,2441.2,1288,1211.2,2020.8,6000,1,2,0,0,0,0,1
21060,48000,2,2,2,30,80,80,0,0,0,0,0,0,0,0,0,0,-1,2,2,-2,-2,-2,0
21061,120000,1,1,1,39,16400,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,1
21062,80000,1,1,2,32,611.2,1671.6,675.6,740.4,13923.2,-12358,1676.4,480,757.2,17121.6,4,34328,-1,-1,0,0,-1,-1,1
21063,20000,2,2,1,28,5864.4,4634.4,3710,4472.4,1172.4,10883.6,1200,400,2000,0,10000,2000,0,0,0,0,0,0,1
21064,200000,1,2,1,61,-1272.8,-1554,589.6,222,438.4,539.6,0,2143.6,222,438.4,539.6,943.2,-2,-2,-2,-2,-2,-2,1
21065,20000,1,2,2,31,17670.8,17928,18408.8,18761.2,19134.8,19353.2,828,1200,800,800,800,800,0,0,0,0,0,0,1
21066,112000,2,1,1,43,39902,32497.6,32477.2,32988,19852,18606.8,1200,1202.8,2000,800,680,800,0,0,0,0,0,0,1
21067,80000,2,2,2,33,0,0,200,0,0,0,0,200,0,0,0,0,1,-2,-1,-1,-2,-2,1
21068,40000,2,2,2,45,20458.4,21886.4,23506.4,23580,22755.6,24102,2000,2200,920,0,2000,2000,0,0,0,2,2,0,1
21069,144000,2,2,1,28,1673.2,2587.6,186,1700.4,667.2,913.6,2600.4,186.8,2180.8,16.4,914.4,1462.4,-1,-1,-1,-1,0,-1,1
21070,112000,2,2,2,31,56355.2,57498.4,22202.4,22696.4,23193.2,23674,2016,1200,800,800,800,1200,0,0,0,0,0,0,1
21071,128000,2,2,2,39,-2280,-2280,-2280,78920,-920,91134,0,0,81200,160,124054,400,-2,-2,-2,-2,-2,-2,1
21072,68000,2,2,1,36,14139.2,13848.8,12580,11291.6,10568.8,6032.4,560.8,715.6,260.8,319.2,432.4,69.2,0,0,0,0,0,0,1
21073,44000,1,1,2,41,7324,7730.8,8260,0,0,0,530.8,660,0,0,0,0,0,0,0,0,-2,-2,1
21074,8000,1,3,2,27,3699.2,4743.6,5705.6,5498.4,5291.2,5733.2,1240,1160,0,0,530,268,0,0,2,3,2,2,1
21075,52000,2,3,2,47,15288.8,15175.6,15082,14956.4,15254.8,15058.8,644.8,655.6,634.4,532.8,540.8,552.8,0,0,0,0,0,0,1
21076,112000,2,3,1,42,-115.2,-115.2,-115.2,-115.2,-115.2,849.6,0,0,0,0,964.8,0,1,-2,-2,-2,-2,-2,1
21077,164000,2,2,1,43,139423.6,141802.4,145466.4,147910.4,147511.6,147743.2,5200,5840,6200,5600,5432,5600,2,0,0,0,0,0,0
21078,164000,1,2,1,47,111362,114166,111793.6,109855.6,112463.2,115220.4,5200,4206,3953.6,4400,4570,4680,0,0,0,0,0,0,1
21079,84000,2,5,2,29,0,0,312,0,0,0,0,312,0,0,0,0,1,-2,-1,-1,-2,-2,1
21080,144000,2,2,1,51,6000,0,0,0,0,0,0,0,0,0,0,312,-1,-1,-2,-2,-2,-2,1
21081,8000,1,2,2,26,6878.4,8243.6,8261.6,7647.2,7241.6,7938.4,1602.8,280,0,400,800,320,0,0,2,2,0,0,0
21082,56000,2,1,2,30,3839.2,4252.4,4539.6,5064.4,5042.4,5147.6,600,478,602.8,180.8,186.8,188,0,0,0,0,0,0,1
21083,108000,2,2,1,27,73824,71436.8,68090,62687.6,60686.4,61407.6,2424.4,2432.4,2028.8,2003.6,2101.6,1627.6,0,0,0,0,0,0,1
21084,24000,2,2,1,39,24262,24112.4,23987.2,16150.8,16271.6,16197.2,964,881.2,600,640,600,560,0,0,0,0,0,0,1
21085,4000,2,2,2,33,4187.2,3655.2,4123.6,4119.6,4118,4122.4,464,532.4,528.4,206.8,211.2,240,0,0,0,0,0,0,1
21086,60000,2,1,1,32,1633.2,1413.6,2593.6,4914.8,8755.2,7984,1414.8,2593.6,4922.4,8755.2,0,53.6,-1,-1,-1,-1,-1,0,1
21087,28000,1,2,1,44,28117.2,27679.6,26559.2,26512.8,27032,26909.2,1320,1040,1040,1200,1040,1040,0,0,0,0,0,0,1
21088,148000,2,1,2,30,27380.8,28405.6,29018.8,29800.4,30423.2,31028.8,1405.2,1218.4,1200,1035.6,1041.2,1078,0,0,0,0,0,0,1
21089,72000,2,1,2,34,266.4,266.4,266.4,266.4,266.4,266.4,266.4,266.4,266.4,266.4,266.4,266.4,-1,-1,-1,-1,-1,-1,1
21090,120000,1,1,2,31,865.2,138,1016.4,292,540,840,138,1016.4,292,540,840,0,-2,-2,-2,-2,-2,-1,1
21091,44000,1,2,1,47,45194.8,44359.6,44656.8,43833.6,20112.4,19749.2,2800,1600,1190,8800,690.4,2400,0,0,2,0,0,0,0
21092,84000,2,1,1,36,80095.6,78010,66142.4,46540.4,38341.6,36469.2,3804,2800,4031.6,1800,1412.8,1400,0,0,0,0,0,0,1
21093,48000,1,1,1,46,30117.6,30586,29870,31851.6,31099.2,32998.8,1200,0,2480,0,2400,0,1,2,2,2,2,2,0
21094,92000,2,3,1,49,2192.8,6360,671.2,0,305.6,0,6360,671.2,0,305.6,0,528.4,-1,-1,-1,-1,-1,-1,1
21095,100000,1,1,2,33,0,0,2826.4,0,0,0,0,2826.4,58,0,0,1103.2,-2,-2,-2,-2,-2,-2,1
21096,144000,2,2,1,35,12079.2,23332.8,26424.8,22949.6,16385.2,40147.6,12000,4017.2,8029.2,12000,36000,379.2,0,0,0,0,0,0,1
21097,36000,2,2,1,49,754.8,17416.8,4859.2,352,4352,352,17416.8,4859.2,352,4352,352,432,-1,-1,-1,-1,-1,-1,1
21098,8000,2,3,1,56,2875.6,2770,3360.8,3644.4,3920.8,4203.2,0,640,400,400,346.4,0,1,2,2,2,0,0,1
21099,100000,1,1,2,30,1601.2,1010.8,660.8,3093.6,1334.8,3146.4,1019.6,686,3216.8,1609.2,3666.8,1214.4,-2,-1,-1,-2,-2,-2,1
21100,80000,2,1,2,31,2386.8,756.8,10798,3040.4,2592.4,644,758.8,10798,3042.4,152,0,0,-1,-1,-1,-1,0,0,1
21101,84000,1,1,2,33,64463.6,66028.4,69377.2,71874.4,78983.2,55287.2,3200,5200,4000,8000,2800,2800,0,0,0,0,0,0,1
21102,92000,1,1,1,35,87237.6,90028,91011.2,48700.4,87741.6,44716.8,4800,3640,1840,1680,1640,2000,0,0,0,0,0,0,1
21103,60000,2,1,2,26,1160.4,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,0
21104,8000,2,3,1,43,7419.2,8418.4,8118.4,4098,2654,2750.8,1240,1.2,0,280,200,1200,1,2,3,2,0,0,1
21105,20000,1,1,2,25,6134.4,7472.4,7785.2,6757.6,7066.8,7684.4,1440,560,0,480,800,400,0,0,2,2,0,0,1
21106,8000,1,1,1,35,8110.4,8053.6,8119.2,7707.6,7701.6,7793.6,530.4,530.4,514.8,264.8,361.2,200,0,0,0,0,0,0,1
21107,44000,2,2,2,26,42951.2,43841.6,44664.4,44919.6,45214,43871.2,2200,2120,1600,1600,0,1816,2,2,2,2,2,2,0
21108,32000,2,2,1,39,15935.6,16238.4,16765.6,17047.2,17410,17773.2,680,798.4,680,698,720,1000,0,0,0,0,0,0,1
21109,20000,1,2,1,51,504.4,504.4,504.4,192,156,216,504.4,504.4,192,120,216,312,-1,-1,-1,-1,0,-1,1
21110,120000,1,1,1,56,82.4,222,0,287.2,187.2,146.4,222,0,287.2,187.2,146.4,0,-1,-1,-1,-1,-1,-1,0
21111,80000,2,2,1,40,315.2,66,608,165.2,60,60,66,608,165.2,120,0,655.2,-1,-1,-1,-1,-1,0,1
21112,188000,2,2,2,35,17341.2,19072.8,18571.6,17362,17118.4,17668.4,2000,1040,600,600,800,600,0,0,0,0,0,0,1
21113,60000,2,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,1
21114,116000,2,2,1,41,23312.4,24824.4,26284,27780.8,29450.8,31156,2000,2000,2000,2000,2000,2800,0,0,0,0,0,0,1
21115,40000,1,2,1,51,13881.6,12362.4,11330,8864,7536.8,6809.2,804.4,811.2,4,223.2,417.6,4.8,0,0,0,2,0,0,1
21116,12000,2,2,2,28,6936.4,-412,11887.2,10966.8,11395.6,11370.8,194,12603.6,600,600.8,600,1200,0,0,-1,0,0,0,1
21117,132000,1,2,1,54,68401.6,69344,70383.2,71387.2,72617.6,73735.2,2479.6,2554.4,2574,2800,2675.2,2675.2,0,0,0,0,0,0,1
21118,60000,2,3,1,48,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,0
21119,92000,1,1,1,36,9181.6,4490,4267.6,5399.2,4992.8,3979.6,680,552,3200,400,1600,400,0,0,0,0,0,0,1
21120,24000,1,1,1,53,14247.6,14675.2,16336.4,15980.8,15232.4,14593.2,658.8,1920,0,0,530.4,1400,0,0,0,3,2,0,0
21121,48000,1,2,1,50,5417.6,1068.4,5976,16796,597.2,14474.4,1200,6371.2,17200,597.2,14480,10910.8,-1,-1,-1,-1,-1,-1,1
21122,64000,2,2,2,30,876.4,258,840.8,2190.8,903.2,739.6,258,847.2,2190.8,910.4,740.4,2217.2,-2,-2,-2,-2,-2,-2,1
21123,144000,1,3,1,43,199.2,199.2,199.2,199.2,199.2,199.2,199.2,199.2,199.2,199.2,199.2,199.2,-1,-1,-1,-1,-1,-1,0
21124,200000,2,2,1,56,4371.6,1660.8,9088.8,3008.4,28575.6,3592.4,1660.8,9130.8,3008.4,28575.6,392.4,20632.8,-2,-2,-2,-2,-2,-2,1
21125,20000,1,3,1,62,20879.2,20024.8,20113.6,20296,12070,12162.8,0,924,706.4,480.4,492.8,479.6,1,2,0,0,0,0,1
21126,84000,2,2,1,35,2866.4,3198.8,3516.8,3675.6,1761.6,2283.2,600,600,400,200,800,218.4,0,0,0,0,0,0,1
21127,20000,1,2,2,26,156,156,156,156,312,156,156,156,156,312,0,156,-1,-1,-1,-1,-1,0,0
21128,40000,2,1,2,34,0,130,260,130,258.8,3082.4,260,260,0,258.8,3082.4,671.6,1,-1,-1,0,-1,-1,0
21129,64000,2,2,2,34,1124.8,1530.4,1900.4,2641.6,3441.6,2828.8,488.8,458.8,800,800,0,306.4,0,0,0,0,0,0,0
21130,72000,1,2,2,38,40,40,43.6,745.2,705.2,236.4,40,43.6,1450.4,0,362.8,483.2,-1,-1,-1,-1,0,-1,0
21131,104000,1,1,1,53,25054,27021.2,27786.4,28524,29249.6,29979.6,2400,1200,1200,1200,1200,1093.6,0,0,0,0,0,0,1
21132,88000,1,1,2,34,2143.6,1686.8,1160,1356.8,568.4,366,1686.8,1162.8,1358.8,568.4,366,362.4,-1,-1,-1,-1,-1,-1,1
21133,76000,1,3,2,37,68371.2,68116,70252,68628.8,64527.6,60447.6,2600,3212.4,3004,2200,2400,2200,0,0,0,0,0,0,1
21134,28000,2,2,1,36,20195.2,18807.2,18748.4,16728.4,16537.6,16550.4,880,806,800,600,680,800,0,0,0,0,0,0,1
21135,8000,1,2,2,29,7732.4,7290,7367.2,7718.8,7600,7873.2,483.6,7732,921.2,400,400,400,0,0,-1,0,0,0,1
21136,20000,2,3,1,39,19632,19696,19500.4,12100,11828,10787.6,891.2,800,548,379.6,368.8,1000,0,0,0,0,0,0,1
21137,12000,1,2,2,30,10079.2,10395.2,10842.8,10980,11677.2,10948.8,600,640,400,840,560,200,0,0,0,0,0,0,1
21138,32000,2,1,2,29,2024,0,1554,0,0,0,0,1554,0,0,0,344,-1,-1,-1,-1,-2,-2,1
21139,92000,1,1,2,33,0,0,0,0,40,962,0,0,0,40,962,0,-2,-2,-2,-2,-2,-2,1
21140,120000,2,3,1,34,6001.2,5787.6,6080,7200,0,0,587.6,480,1200,0,0,0,0,0,0,0,0,-2,1
21141,44000,1,1,2,35,3798,5053.2,35333.6,21591.2,9474.8,10626.8,1607.2,32001.6,600,4805.2,2800,800,0,0,0,0,0,0,1
21142,12000,1,2,1,25,156,156,156,0,312,0,156,156,0,312,0,0,-1,-1,-1,-1,-1,-1,1
21143,60000,1,2,1,29,16822,14546.4,14837.2,16520,0,138,800,565.2,660,0,138,0,-1,0,0,0,0,-1,1
21144,112000,2,1,2,32,108110.4,202504,105493.6,107286.4,105158,105803.2,4400,4000,4001.6,4008,4040,4000,0,0,0,0,0,0,1
21145,20000,1,3,2,52,20277.2,17286.8,13131.6,10724.4,9790.8,9670.8,760,670.8,360,409.2,409.6,406.4,0,0,0,0,0,0,1
21146,20000,2,2,1,56,4540.4,4579.6,2606,926,726.8,832.4,460,404.8,18.4,14.4,832.4,908,0,0,0,0,0,-1,1
21147,144000,1,1,2,31,1282.4,938.8,1508,1386.4,652,1172.4,943.2,1515.2,1393.2,655.2,1178.4,6780,-2,-2,-2,-2,-2,-2,1
21148,56000,1,1,1,45,748.8,499.6,748.8,581.2,581.2,413.6,499.6,748.8,581.2,581.2,413.6,748.8,-1,-1,-1,-1,-1,-1,1
21149,20000,2,2,3,53,4228.4,990.8,1293.6,1161.6,0,0,990.8,1161.6,0,0,0,0,0,-1,0,0,0,-2,1
21150,20000,2,3,1,34,576.8,577.6,578.8,504.4,504.4,504.4,577.6,578.8,504.4,504.4,504.4,36.4,-1,-1,-1,-1,-1,-1,1
21151,88000,2,1,2,30,17643.6,13191.2,12166,11215.2,10267.6,6401.2,2000,5400,5600,5400,5400,6220,0,0,0,0,0,0,1
21152,40000,2,2,1,35,28038.4,28666.8,29217.2,29571.2,32272.8,30994,1320,1280,1060,3600,0,1240,0,0,0,0,0,2,1
21153,8000,1,2,2,26,3093.2,3501.6,3387.6,3792.4,4129.6,4006.8,520,0,462.8,400,0,484,1,2,2,0,0,2,1
21154,44000,2,2,2,25,13794.4,17548.8,18056,18754,19251.6,19730.8,4000,800,1000,800,800,800,0,0,0,0,0,0,1
21155,72000,2,1,2,30,1510,2228,1888.8,3457.2,3113.2,4959.2,802,12.4,2000,400,2000,2000,1,2,2,0,0,0,1
21156,84000,1,2,2,35,75044,76636.8,78295.6,79232.4,80964,82632.8,3400,3600,2840,3004,3080,3620.4,0,0,0,0,0,0,1
21157,28000,2,2,2,43,29037.2,29010.4,28055.2,20712.4,11646.8,11705.6,1600,14600,920,600,800,1200,0,0,0,0,0,0,0
21158,112000,2,2,2,33,0,0,0,0,2144,100.4,0,0,0,2144,100.4,2144,1,-2,-2,-2,-1,-1,1
21159,32000,2,2,1,33,156,156,156,156,312,156,156,156,156,312,0,0,-1,-1,-1,-1,-1,0,1
21160,20000,2,2,2,32,19051.6,18636.8,19006.8,19375.6,19767.2,20130.4,0,800,800,760,760,760,1,3,2,2,2,2,0
21161,8000,1,2,1,29,6824.8,7699.2,7272.4,7262.4,7640.8,6945.2,1140,0,205.6,800,400,628,0,0,2,0,0,0,1
21162,20000,1,1,2,39,5276.4,5863.6,6838.8,7282.8,8232,9030.8,800,1200,680,1200,1000,2000,0,0,0,0,0,0,1
21163,32000,2,1,2,24,2607.2,26058,21462,20111.6,16466.4,11462.8,26058,954.4,800,800,1200,400,0,-1,0,0,0,0,1
21164,32000,1,1,2,37,20852.8,21027.2,21643.2,22124,19279.2,17414.4,1200,1200,1200,800,800,800,0,0,0,0,0,0,1
21165,116000,2,5,2,37,13311.2,13477.6,12981.2,11192.4,5638.4,4096,640,680,806,800,400,400,0,0,0,0,0,0,1
21166,40000,1,2,2,35,0,0,0,0,31871.6,31876.4,0,0,0,31871.6,1320,1284,1,-2,-2,-2,-1,0,1
21167,48000,1,2,1,33,21468.8,22598,22982,23250.8,23746.8,24133.2,1720,1000,880,920,845.6,0.4,2,2,2,2,2,2,0
21168,52000,2,2,1,31,34136.8,35225.2,35958,35030.8,37254.4,36620.4,2000,1640,0,2800,0,2880,1,2,2,2,2,2,1
21169,60000,2,3,2,49,1173.6,1137.2,578,852,318.4,988,1137.2,578,915.2,375.2,988,429.2,-1,-1,-1,-1,-1,-1,1
21170,20000,2,3,1,48,3341.6,2409.6,46.4,46.4,3992.8,3257.2,0,46.4,0,4016,160,908.8,1,2,-1,3,2,0,0
21171,56000,2,5,2,27,36594,31481.6,31779.6,18205.6,16862,17124.8,1203.6,1364.4,609.2,540.8,610.4,602,0,0,0,0,0,0,1
21172,48000,1,2,2,40,46559.6,47005.6,44401.2,33936,34781.6,33379.2,2000,2000,1200,1400,1200,32800,0,0,0,0,0,0,0
21173,24000,2,2,2,27,1230,23923.2,23223.2,23871.6,2230,693.2,24423.2,874.4,2266.8,480,800,0,0,-1,0,0,0,-1,0
21174,32000,1,2,2,27,332.8,166.4,332.8,166.4,332.8,166.4,0,332.8,0,332.8,0,166.4,-1,2,-1,0,-1,0,0
21175,136000,2,1,1,45,6371.2,7335.2,8014,9695.2,8126,6551.2,1200,800,2000,400,289.2,2000,0,0,0,0,0,0,1
21176,68000,2,1,1,32,2112,2008,398.4,14196,2400,2140,2008,398.4,14196,2400,2140,5000,-2,-2,-2,-1,-1,-1,1
21177,104000,1,2,1,37,91.2,136,140.8,145.6,150.4,155.2,200,160,160,160,160,113.6,-1,-1,-1,-1,-1,-1,1
21178,20000,2,2,1,29,19316.8,18868.4,15111.6,11369.6,11653.2,11003.6,920,760,600,477.6,400,400,0,0,0,0,0,0,1
21179,60000,2,1,2,33,1938.8,1707.2,0,477.2,-50.8,-50.8,1707.2,0,477.2,0,0,782.4,-2,-2,-2,-2,-2,-2,1
21180,200000,1,1,1,64,0,0,0,0,792.4,680,0,0,0,792.4,680,5587.6,1,-2,-2,-2,-1,-1,1
21181,80000,2,1,2,29,1976.4,2222,6218.4,666,1348,-14.4,2244,6246.4,669.2,1354,0,38182.4,-2,-2,-2,-2,-2,-2,1
21182,48000,2,2,2,26,11664.4,11956.4,12357.2,13121.6,12885.2,12756.4,600,600,960.4,462,584,434.4,0,0,0,0,0,0,1
21183,24000,1,2,1,43,19185.2,32428.4,16461.2,16907.2,13076.8,12356.8,923.2,1592,800,800,800,800,0,0,0,0,0,0,1
21184,52000,1,2,2,31,-1.6,479.2,40569.6,-470,44686,20934.8,480.8,40690.4,491.2,45795.2,800,802.8,1,-1,-1,-1,-1,0,1
21185,48000,2,2,2,29,0,0,952.8,0,0,0,0,952.8,0,0,0,0,1,-2,-1,-1,-2,-2,0
21186,20000,2,3,1,48,26,0,508.4,376,44,0,0,508.4,379.6,44,0,223.2,-1,-1,-1,-1,-1,-1,0
21187,168000,2,2,1,52,162311.6,165073.6,164557.6,111198,99878.8,103341.2,6400,6000,73112.4,39600,5200,14000,0,0,0,0,0,0,1
21188,48000,1,3,0,28,18301.2,21329.2,2102.8,5512.4,3454.4,2279.2,5264,2108.8,5532.8,3464.4,2286,15540.8,0,0,-1,-1,-1,-1,1
21189,20000,1,1,2,26,0,0,0,0,0,72.4,0,0,0,0,72.4,674,1,-2,-2,-2,-2,-1,1
21190,84000,1,1,2,38,84185.2,43652.8,18872.8,14826.8,9804.4,9053.6,2074.8,817.2,620.8,805.2,1200.8,1201.2,0,0,0,0,0,0,0
21191,56000,2,3,2,61,25461.6,24816.8,25378,25491.6,25500.4,26168.4,0,1200,800,800,800,1200,1,2,0,0,0,0,1
21192,8000,2,2,2,23,7505.2,5764,5508.4,144.8,2123.2,0,5764,0,11.2,8829.2,0,0,-1,-1,2,2,-1,-1,1
21193,104000,2,2,2,42,96626,97847.6,50829.6,5.6,49797.2,51385.2,5200,2600,0,49791.6,2400,2600,0,0,0,0,0,0,1
21194,104000,1,1,2,34,48969.2,49202.4,49182.4,49483.6,48241.2,49069.6,2376,2400,1800,1800,1818.4,1804,0,0,0,0,0,0,1
21195,72000,1,1,1,40,8534.4,8950.4,9364.8,10005.2,10359.6,10672,560,560,800,520,480,400,0,0,0,0,0,0,1
21196,84000,1,2,1,38,424,310.8,3188.4,-3.2,-3.2,-3.2,311.6,3197.6,0,0,0,681.6,-1,-1,-1,-1,-2,-2,1
21197,20000,2,2,1,28,18265.2,17408.8,17277.2,7507.2,7672.8,7778.8,920,939.6,320,334,290.4,144.4,0,0,0,0,0,0,1
21198,64000,1,1,2,29,280.4,1376.8,1020.4,1686.8,502,621.6,1376.8,7.2,1686.8,0,400,355.2,-1,-1,2,-1,0,0,0
21199,200000,2,1,2,30,156157.2,149642,187164.4,142212.4,234826.8,129528.4,10434,5426.4,7590,4438.4,14081.6,4048.4,0,0,2,0,0,0,1
21200,144000,2,1,2,31,37077.2,34966,27820.8,15559.2,12488.8,22320.4,8238,8080,4025.2,758.8,12111.2,33310,0,0,0,0,0,0,1
21201,8000,1,1,2,26,119.6,-0.4,-0.4,197.6,913.6,196,0,0,198,916,196.4,678,-2,-2,-2,-2,-2,-2,1
21202,72000,1,2,1,35,26090.4,28412.4,29946.4,31413.6,32898.4,33605.6,4000,2000,2000,2000,1514.8,1756.4,0,0,0,0,0,0,1
21203,24000,2,3,1,50,25060.8,23024.8,20511.2,18674,12633.6,10592.8,920,880,760,476.4,487.6,3188.4,0,0,0,0,0,0,1
21204,96000,2,2,1,43,0,16211.6,1284.4,3918,4702.4,5008.8,16211.6,1284.4,3918,4702.4,5008.8,2479.6,1,-1,-1,-1,-1,-1,1
21205,160000,1,1,2,38,2493.2,4460.8,-0.4,150.4,0,0,4487.6,0,150.8,0,0,703.6,-1,-1,-1,-1,-1,-2,1
21206,48000,2,2,2,30,26834.8,26666,27010,26836.4,26967.6,27084.4,960,1216,960,1000,980,1000,0,0,0,0,0,0,1
21207,144000,2,2,2,37,144009.2,145295.6,140085.6,127984,104377.6,81074.4,5877.2,12,4920.8,4001.6,3002.4,7888.4,2,2,2,0,0,0,0
21208,160000,2,2,1,47,3633.2,5056.4,6150.8,5902.8,17937.2,2648.8,5063.2,6153.6,5902.8,17937.2,2648.8,2523.6,-1,-1,-1,-1,-1,-1,1
21209,108000,2,2,1,34,46526,47641.2,48899.6,49562,42025.6,42240,2600,2737.2,2513.6,1446.8,1486.4,1614,0,0,0,0,0,0,1
21210,76000,1,2,2,30,143712,145072,64477.2,49281.2,34204,33481.6,4146.8,2638.4,1932.4,1122.4,1148,4006.8,0,0,0,0,0,0,1
21211,4000,1,3,2,50,3543.2,3819.2,3816,3894,3228,0,491.2,400,78,64.4,0,0,0,0,0,0,0,0,1
21212,28000,1,3,2,40,27348,27964.4,27988,22847.2,11004,10870.4,1072.8,1025.2,627.2,388,400,800,0,0,0,0,0,0,0
21213,108000,2,2,1,41,64415.6,65741.6,67115.2,135839.6,69918.8,72125.2,2400,2431.6,2485.2,5136,3400,3282,0,0,0,0,0,0,1
21214,28000,1,3,1,49,27068,25011.6,23609.6,10403.2,11284,7318.4,1092,996,400,2298.4,800,57.2,0,0,0,0,0,0,1
21215,144000,1,2,1,32,1000,1000,1000,1000,0,0,0,0,0,0,0,0,2,2,2,2,2,-2,0
21216,72000,2,1,2,37,4449.2,3153.2,6590.8,5282.8,29525.2,13974,3174.4,7282.8,0,8991.6,13974,2152.8,-1,-1,-1,0,-1,-1,1
21217,8000,2,2,1,31,1255.2,1636,824,312,400,0,412,400,312,400,0,0,0,0,0,-1,-1,-1,0
21218,56000,2,3,2,30,320,3174.8,3968,2831.2,1574.4,622,3174.8,4052.8,2833.6,1.6,622,0,-1,-1,-1,-1,0,-1,1
21219,112000,2,2,1,47,63853.2,59898.8,55573.2,51286.4,86639.2,41247.6,2800,2600,2600,1597.6,1600,1400,0,0,0,0,0,0,1
21220,84000,2,1,2,46,1970,13106.8,2509.2,2260.4,3641.2,3464,13172,2790,2264.4,3643.6,3465.6,3566.8,-1,-1,-1,-1,-1,-1,1
21221,28000,1,3,2,29,23203.6,22591.6,25453.2,25800,25146.8,25684,0,3240,1000,0,1000,982,2,2,2,3,3,2,0
21222,52000,1,2,2,29,11631.2,12044,12447.6,12756.4,12971.6,13214,602.4,606,514.8,480,536.4,665.2,0,0,0,0,0,0,1
21223,8000,2,1,2,28,6816,6589.6,6881.2,7364.4,7571.6,7668.4,0,520,600,329.6,278.4,404.4,1,2,0,0,0,0,1
21224,8000,1,1,2,35,6535.6,8260,0,0,0,0,2000,0,0,0,0,0,2,0,0,-2,-2,-2,0
21225,20000,2,3,1,38,18222.8,18692.8,18635.6,12379.6,11942.8,12128.8,880,440,0,489.6,442,560,2,2,2,2,0,0,1
21226,60000,2,1,1,40,3789.6,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,1
21227,20000,2,3,1,24,16098.8,16075.6,17373.6,17726.4,18075.6,18485.6,360,1560,760,760,760,1440,2,2,2,2,2,2,1
21228,200000,2,1,2,47,34882.4,36194.8,7956.8,8150.8,12870.8,16670.8,2121.2,4000,480,4800,4000,0,0,0,0,0,0,0,1
21229,12000,1,2,2,26,9154,10354.4,10068.8,10895.6,22814.4,11515.6,1480,0,1000,840,1200,680,0,0,2,0,0,0,0
21230,84000,2,1,2,33,576,0,2968.8,357.2,2432.8,917.2,0,2968.8,357.2,2432.8,917.2,1319.6,-2,-2,-2,-2,-1,-1,1
21231,32000,1,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,0
21232,84000,2,3,1,42,64116.8,57686.8,49462.8,45164,38960,3922.4,1488,1291.6,1266,791.6,3922.4,156,0,0,0,0,0,0,1
